نام محصول,برند,کد محصول,قیمت نقد,گروه اصلی,دسته‌بندی,زیرمجموعه,توضیحات,عکس,تصاویر بیشتر,ویدیو,مدل سه‌بعدی
Galaxy S20 FE 5G 128GB RAM 8GB آبی,سامسونگ,1001001572,,کالای دیجیتال,موبایل,,,,,,
Galaxy S20 FE 5G 128GB RAM 8GB بنفش,سامسونگ,1001001573,,کالای دیجیتال,موبایل,,,,,,
Galaxy S20 FE 5G 128GB RAM 8GB نعنایی,سامسونگ,1001001570,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 128GB RAM 8GB زیتونی,سامسونگ,1001004245,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 128GB RAM 8GB مشکی,سامسونگ,1001004242,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB Vietnam بنفش,سامسونگ,1001004239,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1001004237,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB Vietnam زیتونی,سامسونگ,1001004240,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB Vietnam سفید,سامسونگ,1001004238,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB ابی,سامسونگ,1001011934,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB بنفش,سامسونگ,1001006257,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB خاکستری,سامسونگ,1001006258,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB زیتونی,سامسونگ,1001006256,,کالای دیجیتال,موبایل,,,,,,
Galaxy S21 FE 5G 256GB RAM 8GB سفید,سامسونگ,1001006255,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 128GB RAM 8GB Vietnamمشکی,سامسونگ,1001011782,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB Vietnam آبی نیلی,سامسونگ,1001013197,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB Vietnam سبز,سامسونگ,1001011780,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB Vietnam کرم,سامسونگ,1001011841,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1001011779,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB Vietnam نارنجی,سامسونگ,1001013196,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB سبز,سامسونگ,1001012521,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 FE 5G 256GB RAM 8GB مشکی,سامسونگ,1001011830,,کالای دیجیتال,موبایل,,,,,,
Galaxy S23 Ultra 5G 256GB RAM 12GB Vietnam مشکی,سامسونگ,1001008322,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam ابی,سامسونگ,1001020769,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1001020684,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam خاکستری(گرافیت),سامسونگ,1001020768,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 FE 5G 256GB RAM 8GB Vietnam سبز,سامسونگ,1001020770,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 256GB RAM 12GB Vietnam بنفش تیتانیوم,سامسونگ,1001013511,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 256GB RAM 12GB Vietnam خاکستری تیتانیوم,سامسونگ,1001013409,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 256GB RAM 12GB Vietnam زرد تیتانیوم,سامسونگ,1001013512,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 256GB RAM 12GB Vietnam مشکی تیتانیوم,سامسونگ,1001013410,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 512GB RAM 12GB Vietnam تیتانیوم خاکستری,سامسونگ,1001014479,,کالای دیجیتال,موبایل,,,,,,
Galaxy S24 Ultra 5G 512GB RAM 12GB Vietnam مشکی,سامسونگ,1001014201,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 5G 128GB RAM 12GB Vietnam نقره ای,سامسونگ,1106357942,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 5G 128GB RAM 12GB Vietnam خاکستری,سامسونگ,1108298234,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 5G 256GB RAM 12GB Vietnam آبی روشن,سامسونگ,1102807624,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 5G 256GB RAM 12GB Vietnam نقره ای,سامسونگ,1107400726,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 5G 256GB RAM 12GB Vietnam سرمه ای,سامسونگ,1104696229,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25+ 5G 256GB RAM 12GB Vietnam نقره ای,سامسونگ,1105577279,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25+ 5G 256GB RAM 12GB Vietnam آبی روشن,سامسونگ,1101057976,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25+ 5G 256GB RAM 12GB Vietnam سرمه ای,سامسونگ,1106043133,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 256GB RAM 12GB Vietnam خاکستری,سامسونگ,1105384788,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 256GB RAM 12GB Vietnam مشکی مات,سامسونگ,1107869794,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 256GB RAM 12GB Vietnam سفید نقره ای,سامسونگ,1104093779,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 256GB RAM 12GB Vietnam نقره ای آبی,سامسونگ,1102795545,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 512GB RAM 12GB Vietnam خاکستری,سامسونگ,1103455199,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 512GB RAM 12GB Vietnam نقره ای سفید,سامسونگ,1105290772,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 512GB RAM 12GB Vietnam نقره ای آبی,سامسونگ,1109609659,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Ultra 5G 512GB RAM 12GB Vietnam مشکی,سامسونگ,1103166828,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip4 512GB RAM 8GB Vitenam صورتی طلایی,سامسونگ,1101915433,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip4 512GB RAM 8GB Vitenam مشکی,سامسونگ,1103595926,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 256GB RAM 8GB Vitenam  کرم,سامسونگ,1001011394,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 256GB RAM 8GB Vitenam بنفش,سامسونگ,1001011395,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 256GB RAM 8GB Vitenam مشکی,سامسونگ,1001011397,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 256GB RAM 8GB Vitenam نعنایی,سامسونگ,1001011396,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 512GB RAM 8GB Vitenam  کرم,سامسونگ,1001011400,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 512GB RAM 8GB Vitenam بنفش,سامسونگ,1001011401,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 512GB RAM 8GB Vitenam مشکی,سامسونگ,1001011399,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Flip5 5G 512GB RAM 8GB Vitenam نعنایی,سامسونگ,1001011402,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 256GB RAM 12GB Vietnam ابی,سامسونگ,1001011409,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 256GB RAM 12GB Vietnam کرم,سامسونگ,1001011410,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 256GB RAM 12GB Vietnam مشکی,سامسونگ,1001011408,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 512GB RAM 12GB Vietnam ابی,سامسونگ,1001011405,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 512GB RAM 12GB Vietnam کرم,سامسونگ,1001011406,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold5 5G 512GB RAM 12GB Vietnam مشکی,سامسونگ,1001011404,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold6 5G 256GB RAM 12GB Vietnam سرمه ای,سامسونگ,1001019403,,کالای دیجیتال,موبایل,,,,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1104433849,,کالای دیجیتال,موبایل,,گوشی Galaxy A56 5G از برند سامسونگ با حافظه داخلی 256 گیگابایت و رم 8 گیگابایت؛ مناسب ارتباط، استفاده روزمره و اجرای برنامه‌ها.,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1107585517,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 4GB Vietnam مشکی,سامسونگ,1104498112,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 256GB RAM 8GB Vietnam مشکی,سامسونگ,1101495041,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
تبلت Galaxy Tab A9 64GB RAM 4GB سرمه ای,سامسونگ,1001013392,,کالای دیجیتال,تبلت,,,,,,
تبلت Galaxy Tab A9 64GB RAM 4GB نقره ای,سامسونگ,1001013393,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 64GB RAM 4GB خاکستری,سامسونگ,1001013395,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 64GB RAM 4GB نقره ای,سامسونگ,1001013396,,کالای دیجیتال,تبلت,,,,,,
تبلت Galaxy Tab A9 64GB RAM 4GB خاکستری,سامسونگ,1001013397,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 64GB RAM 4GB سرمه ای,سامسونگ,1001013398,,کالای دیجیتال,تبلت,,,,,,
تبلت Galaxy  Tab A9 128GB RAM 8GB نقره ای,سامسونگ,1001013400,,کالای دیجیتال,تبلت,,,,,,
تبلت Galaxy  Tab A9 128GB RAM 8GB سرمه ای,سامسونگ,1001013401,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 128GB RAM 8GB خاکستری,سامسونگ,1001014251,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 128GB RAM 8GB ابی,سامسونگ,1001014252,,کالای دیجیتال,تبلت,,,,,,
تبلت GALAXY Tab A9+ 5G 128GB RAM 8GB نقره ای,سامسونگ,1001014374,,کالای دیجیتال,تبلت,,,,,,
تبلت Galaxy Tab A9 128GB RAM 8GB خاکستری,سامسونگ,1001021268,,کالای دیجیتال,تبلت,,,,,,
Galaxy S25 Edge 512GB RAM 12GB نقره ای,سامسونگ,1109284010,,کالای دیجیتال,موبایل,,,,,,
Galaxy S25 Edge 512GB RAM 12GB آبی یخی,سامسونگ,1109201218,,کالای دیجیتال,موبایل,,,,,,
Galaxy A16 256GB RAM 8GB Vietnam سبز,سامسونگ,1102218605,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A26 5G 128GB RAM 6GB Vietnam مشکی,سامسونگ,1108365906,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
Galaxy S25 Ultra 5G 256GB RAM 12GB Vietnam مشکی براق Jet Black,سامسونگ,1105011265,,کالای دیجیتال,موبایل,,,,,,
Galaxy A16 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1101733550,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A26 5G 256GB RAM 8GB Vietnam مشکی,سامسونگ,1104592267,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1lIhDo1fIhuvcYEglBt8wSKuP6XdiqgSB/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 6GB Vietnam مشکی,سامسونگ,1001022674,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 4GB Vietnam خاکستری,سامسونگ,1107543850,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam خاکستری,سامسونگ,1107583034,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
Galaxy A05s 128GB RAM 4GB مشکی,سامسونگ,1001012764,,کالای دیجیتال,موبایل,,,,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam سفید,سامسونگ,1106599055,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A16 128GB RAM 4GB Vietnam سبز,سامسونگ,1106089021,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/12m9wdL-manDDHbo1ja9qwTlayZLCWhxd/view?usp=drivesdk,,,
Galaxy Z Fold7 5G 256GB RAM 12GB Vietnam مشکی براق,سامسونگ,1104876190,,کالای دیجیتال,موبایل,,,,,,
Galaxy Z Fold7 5G 512GB RAM 12GB Vietnam مشکی براق,سامسونگ,1106566346,,کالای دیجیتال,موبایل,,,,,,
Galaxy A36 5G 256GB RAM 8GB Vietnam لیمویی,سامسونگ,1103194768,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy A36 5G 256GB RAM 12GB (مالزی) مشکی,سامسونگ,1107861448,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/13mqb1_9cA9proSCH8ORjsUzXVhmruLox/view?usp=drivesdk,,,
Galaxy Z Fold7 5G 256GB RAM 12GB Vietnam آبی,سامسونگ,1107569821,,کالای دیجیتال,موبایل,,,,,,
Galaxy A56 5G 256GB RAM 8GB Vietnam زیتونی,سامسونگ,1104359463,,کالای دیجیتال,موبایل,,,https://drive.google.com/file/d/1U-y_rQ4525MTGW0PqYmvtjT6x9t1eUbY/view?usp=drivesdk,,,
هدفون بلوتوثی سامسونگ مدل Galaxy Buds2 Pro بنفش,سامسونگ,1001011699,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم Galaxy Buds 2 Pro سفید,سامسونگ,1001005847,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds Live برنزی,سامسونگ,1001011271,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds Live مشکی,سامسونگ,1001011270,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون سامسونگ مدل Galaxy Buds 2 سفید,سامسونگ,1001011494,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون سامسونگ مدل Galaxy Buds FE مشکی,سامسونگ,1001012240,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون سامسونگ مدل Galaxy Buds FE سفید,سامسونگ,1001012638,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون سامسونگ مدل Galaxy Buds FE مشکی,سامسونگ,1001012635,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
شارژر دیواری 25W سامسونگ مدل EP-TA800 سه پین سفید,سامسونگ,1001009103,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری 25W سامسونگ مدل EP-TA800 سه پین سفید,سامسونگ,1001008058,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری 25W سامسونگ مدل EP-TA800 سه پین مشکی,سامسونگ,1001006445,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
شارژر دیواری 25W سامسونگ مدل EP-TA800 سه پین مشکی,سامسونگ,1001007099,,کالای دیجیتال,شارژر,شارژر دیواری,,,,,
هدفون بی سیم سامسونگ مدل Samsung Galaxy buds3 Pro سفید,سامسونگ,1103615827,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Samsung Galaxy buds3 Pro نقره ای,سامسونگ,1104326359,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds3 سفید,سامسونگ,1001019676,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds3 نقره ای,سامسونگ,1001019677,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds FE مشکی,سامسونگ,1001012637,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy Buds FE سفید,سامسونگ,1001014430,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy buds Core مشکی,سامسونگ,1107973367,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
هدفون بی سیم سامسونگ مدل Galaxy buds Core سفید,سامسونگ,1108395177,,کالای دیجیتال,اکسسوری,هدفون و هندزفری,,,,,
ساعت هوشمند سامسونگ مدل Galaxy Watch 6 SM-R940 44mm نقره ای,سامسونگ,1001011205,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
ساعت هوشمند سامسونگ مدل Galaxy Watch 6 SM-R930 40mm مشکی,سامسونگ,1001011207,,کالای دیجیتال,اکسسوری,ساعت و مچ‌بند هوشمند,,,,,
POCO C65 256GB RAM 8GB ابی,شیائومی,1001012435,,کالای دیجیتال,موبایل,,,,,,
POCO C65 256GB RAM 8GB بنفش,شیائومی,1001012826,,کالای دیجیتال,موبایل,,,,,,
POCO C65 256GB RAM 8GB مشکی,شیائومی,1001012434,,کالای دیجیتال,موبایل,,,,,,
POCO C75 256GB RAM 8GB ابی,شیائومی,1001020958,,کالای دیجیتال,موبایل,,,,,,
POCO C75 256GB RAM 8GB سبز,شیائومی,1001020959,,کالای دیجیتال,موبایل,,,,,,
POCO C75 256GB RAM 8GB طلایی,شیائومی,1001020960,,کالای دیجیتال,موبایل,,,,,,
POCO C75 256GB RAM 8GB مشکی,شیائومی,1001020957,,کالای دیجیتال,موبایل,,,,,,
POCO F5 Pro 5G 512GB RAM 12GB مشکی,شیائومی,1001011025,,کالای دیجیتال,موبایل,,,,,,
POCO F6 pro 512GB RAM 12GB مشکی,شیائومی,1001020228,,کالای دیجیتال,موبایل,,,,,,
POCO M6 Pro 512GB RAM 12GB بنفش,شیائومی,1001013597,,کالای دیجیتال,موبایل,,,,,,
POCO M6 Pro 512GB RAM 12GB مشکی,شیائومی,1001013595,,کالای دیجیتال,موبایل,,,,,,
POCO X4 Pro 5G 256GB RAM 8GB آبی,شیائومی,1001005074,,کالای دیجیتال,موبایل,,,,,,
